user_id,book_id,rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,user_ratings,book_ratings
278188,0373484003,7,Irish Hearts,Nora Roberts,2000,Silhouette,52,33
278188,0440122090,4,Echoes,Maeve Binchy,1989,Dell,52,35
278188,044022103X,8,One True Thing,Anna Quindlen,1995,Dell,52,50
278188,0440223571,9,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell,52,20
278188,0440225701,9,The Street Lawyer,JOHN GRISHAM,1999,Dell,52,133
278188,0446603589,9,Absolute Power,David Baldacci,1996,Warner Books,52,43
278188,0515124621,8,Then Came Heaven,LaVyrle Spencer,1999,Jove Books,52,19
278188,0671644475,5,The Conquest,Jude Deveraux,1991,Pocket,52,14
278188,0743410181,6,Temptation,Jude Deveraux,2001,Pocket Books,52,15
278188,080410946X,8,Object Lessons,Anna Quindlen,1992,Ivy Books,52,16
278418,0345369335,7,The Renegades of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1990,Del Rey Books,106,19
278418,0394800168,10,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss,1960,Random House Books for Young Readers,106,22
278418,0394820371,8,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,106,58
278418,042513525X,5,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,106,47
278418,0425140032,5,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,106,29
278418,0425178102,7,Big Trouble,Dave Barry,2001,Berkley Publishing Group,106,41
278418,042518630X,7,Purity in Death,J.D. Robb,2002,Berkley Publishing Group,106,33
278418,0440184622,7,Tai-Pan,JAMES CLAVELL,1986,Dell,106,17
278418,0440207622,7,Daddy,DANIELLE STEEL,1990,Dell,106,21
278418,0440479002,9,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,106,10
278418,0515130389,8,Carolina Moon,Nora Roberts,2001,Jove Books,106,61
278418,0515131229,8,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,106,105
278418,0553297988,6,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson,1994,Bantam,106,15
278418,0786862572,5,I'm Not Really Here,Tim Allen,1996,Hyperion Books,106,19
278418,0886775981,5,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994,Daw Books,106,11
254,0060934700,9,Smoke and Mirrors: Short Fictions and Illusions,Neil Gaiman,2001,Perennial,57,17
254,0064471047,7,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins,57,42
254,0066238501,5,Complete Chronicles of Narnia,C. S. Lewis,2001,Harpercollins Juvenile Books,57,18
254,0142001740,9,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,57,307
254,0380730448,8,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,1997,Perennial,57,13
254,0380789035,10,American Gods,Neil Gaiman,2002,HarperTorch,57,151
254,0380973650,9,American Gods: A Novel,Neil Gaiman,2001,William Morrow,57,26
254,0399146431,9,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,57,48
254,0439064864,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,57,126
254,0439064872,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,57,189
254,0439136350,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,57,141
254,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,57,133
254,0439139597,9,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,57,137
254,0451167317,8,The Dark Half,Stephen King,1994,Signet Book,57,68
254,0451409256,7,Making Minty Malone,Isabel Wolff,2000,Onyx Books,57,17
254,0451524934,9,1984,George Orwell,1990,Signet Book,57,101
254,0451526341,8,Animal Farm,George Orwell,2004,Signet,57,92
254,0553280325,8,Something Wicked This Way Comes,Ray Bradbury,1983,Bantam,57,10
254,0590353403,9,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,57,119
254,0618002219,9,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,57,39
254,0618002227,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company,57,43
254,0671021001,7,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,57,217
254,0679879242,8,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1996,Knopf Books for Young Readers,57,28
638,0151001006,10,Snow Falling on Cedars,David Guterson,1994,Harcourt,54,14
638,0316603287,9,The Lake House,James Patterson,2003,"Little, Brown",54,44
638,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",54,707
638,0316693006,10,Four Blind Mice,James Patterson,2002,"Little, Brown",54,59
638,0316693200,9,2nd Chance,James Patterson,2002,"Little, Brown",54,59
638,0316769487,10,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",54,243
638,0316776963,10,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,54,159
638,0316779423,10,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995,Back Bay Books,54,39
638,0316779490,9,Naked,David Sedaris,1997,Little Brown &amp; Co,54,32
638,0316789089,10,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",54,65
638,0316969443,10,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",54,79
638,0345339711,10,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,54,83
638,0385420161,9,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,54,61
638,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,54,487
638,0385505833,10,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,54,120
638,0394574745,8,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,54,11
638,0425184129,9,Big Trouble,Dave Barry,2002,Berkley Publishing Group,54,31
638,0446523569,10,Message in a Bottle,Nicholas Sparks,1998,Warner Books,54,40
638,0446525502,9,The Rescue,Nicholas Sparks,2000,Warner Books,54,40
638,0446525537,9,A Walk to Remember,Nicholas Sparks,1999,Warner Books,54,40
638,0446527793,10,The Guardian,Nicholas Sparks,2003,Warner Books,54,32
638,0446531332,10,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,54,65
638,0609605925,8,Angel Falls,KRISTIN HANNAH,2000,Crown,54,10
638,0609606727,8,Julie and Romeo,Jeanne Ray,2000,Harmony,54,13
638,0670892963,7,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,54,63
638,0671042556,9,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,54,23
638,0679442790,10,The Reader,Bernhard Schlink,1997,Random House,54,44
638,0679732241,9,The Sound and the Fury (Vintage International),WILLIAM FAULKNER,1991,Vintage,54,15
638,0679746048,7,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,54,118
638,0688180639,9,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,54,11
638,0743230051,9,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner,54,16
638,0743406176,10,If Only It Were True,Marc Levy,2000,Atria,54,26
638,1558747028,10,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,54,19
638,1558747346,8,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999,Health Communications,54,10
1424,0060512822,7,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch,67,34
1424,0060930535,7,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial,67,218
1424,0061015725,8,Prey,Michael Crichton,2003,Avon Books,67,77
1424,0061097314,5,The Bean Trees,Barbara Kingsolver,1998,HarperTorch,67,72
1424,0099771519,8,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square,67,86
1424,0140255087,10,The Snow Leopard (Penguin Nature Classics),Peter Matthiessen,1996,Penguin Books,67,10
1424,0142001430,7,Year of Wonders,Geraldine Brooks,2002,Penguin Books,67,88
1424,0151002290,6,East of the Mountains,David Guterson,1999,Harcourt,67,26
1424,0156001314,8,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994,Harvest Books,67,21
1424,0316291161,8,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books,67,11
1424,0380603764,6,An Indecent Obsession,Colleen McCullough,1982,Avon,67,14
1424,0385720106,7,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,67,111
1424,039914255X,7,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons,67,10
1424,0671776134,8,Plain Truth,Jodi Picoult,2001,Washington Square Press,67,47
1424,0743431014,7,Songs of the Humpback Whale : A Novel in Five Voices,Jodi Picoult,2001,Washington Square Press,67,11
1424,0767902521,8,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books,67,106
1424,0804106304,6,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),67,194
1733,0061042005,9,Suddenly,Barbara Delinsky,1994,HarperTorch,91,14
1733,0312983824,5,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks,91,47
1733,0316089699,5,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,91,48
1733,0345447840,10,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,91,44
1733,0373218400,9,Table For Two,Nora Roberts,2002,Silhouette,91,33
1733,0373242328,6,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)",Nora Roberts,1999,Silhouette,91,12
1733,0380775840,9,Amber Beach (Donovan),Elizabeth Lowell,1998,Avon,91,13
1733,0425181111,7,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,91,28
1733,0440168724,9,A Perfect Stranger,Danielle Steel,1983,Dell,91,16
1733,0446357405,7,The Other Side of Midnight,Sidney Sheldon,1988,Warner Books,91,15
1733,0446364762,5,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,91,19
1733,0446527130,7,Envy,Sandra Brown,2001,Warner Books,91,18
1733,0515118230,8,Home Song,Lavyrle Spencer,1995,Jove Books,91,20
1733,051513287X,9,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,91,89
1733,0553285947,7,Surrender,Amanda Quick,1990,Bantam,91,10
1733,0553574078,8,Affair,Amanda Quick,1998,Bantam Books,91,11
1733,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,91,313
1733,0671007696,9,Lightning Strikes (Hudson),V.C. Andrews,2000,Pocket,91,12
1733,0743412621,8,The Second Time Around : A Novel,Mary Higgins Clark,2004,Pocket,91,19
1733,0971880107,1,Wild Animus,Rich Shapero,2004,Too Far,91,581
1903,0316777730,10,Naked,David Sedaris,1998,Back Bay Books,53,67
1903,0345409469,10,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books,53,22
1903,0385722192,2,Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,53,32
1903,044022330X,6,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Island,53,15
1903,0679430946,10,The Hot Zone,Richard Preston,1994,Random House,53,21
1903,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,53,117
2033,0060248025,10,Falling Up,Shel Silverstein,1996,HarperCollins,129,30
2033,0060256737,10,A Light in the Attic,Shel Silverstein,1981,HarperCollins,129,22
2033,0140386645,8,The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers,129,25
2033,0142000663,10,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books,129,35
2033,0316779059,10,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,Martha Sears,1993,"Little, Brown",129,12
2033,0345337662,5,Interview with the Vampire,Anne Rice,1993,Ballantine Books,129,230
2033,0380775123,10,Tiger Burning Bright,Marion Zimmer Bradley,1996,Eos,129,12
2033,0399523308,6,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine,1997,Perigee Books,129,12
2033,0439064864,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,129,126
2033,0439136350,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,129,141
2033,0439139597,9,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,129,137
2033,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,129,206
2033,0451456718,10,Daughter of the Blood (Black Jewels Trilogy),Anne Bishop,1998,Roc,129,22
2033,0451456734,10,Queen of the Darkness (Black Jewels Trilogy),Anne Bishop,2000,Roc,129,10
2033,051513628X,6,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,129,50
2033,0553573136,8,Couplehood,PAUL REISER,1995,Bantam,129,48
2033,0590353403,9,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,129,119
2033,0671524313,6,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,129,20
2033,0688149790,8,Babyhood,Paul Reiser,1997,William Morrow &amp; Company,129,15
2033,0765342987,10,Kushiel's Dart,Jacqueline Carey,2002,Tor Books,129,26
2033,0765345048,10,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,2003,Tor Fantasy,129,14
2033,0786880007,8,Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,1994,Hyperion,129,14
2033,0812532597,8,The Memory of Earth (Homecoming (Paperback)),Orson Scott Card,1999,Tor Books,129,12
2033,0812533550,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books,129,13
2033,0812575717,10,Ender's Shadow,Orson Scott Card,2000,Tor Books,129,25
2033,0836204387,10,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995,Andrews McMeel Publishing,129,23
2033,0836218256,9,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,129,17
2033,0836218787,10,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection,Bill Watterson,1991,Andrews McMeel Publishing,129,24
2033,0836220889,10,Calvin and Hobbes,Bill Watterson,1987,Andrews McMeel Publishing,129,24
2033,0836221362,10,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,129,20
2033,0886773776,10,"Arrow's Flight (The Heralds of Valdemar, Book 2)",Mercedes Lackey,1987,Daw Books,129,10
2033,0886773784,10,"Arrows of the Queen ( The Heralds of Valdemar, Book 1)",Mercedes Lackey,1996,Daw Books,129,15
2033,0886774004,10,"Arrow's Fall (The Heralds of Valdemar, Book 3)",Mercedes Lackey,1996,Daw Books,129,10
2033,0886774012,9,"Magic's Promise (The Last Herald-Mage Series, Book 2)",Mercedes Lackey,1994,Daw Books,129,12
2033,0886774632,10,By the Sword (Kerowyn's Tale),Mercedes Lackey,1991,Daw Books,129,11
2033,0886775639,8,"Winds of Change (The Mage Winds, Book 2)",Mercedes Lackey,1994,Daw Books,129,10
2033,0920668372,10,Love You Forever,Robert N. Munsch,1986,Firefly Books Ltd,129,25
2110,0060987529,7,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,103,99
2110,0151008116,5,Life of Pi,Yann Martel,2002,Harcourt,103,94
2110,015216250X,8,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,103,17
2110,0345307674,10,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books,103,10
2110,0345314255,10,Sword of Shannara,Terry Brooks,1995,Del Rey Books,103,38
2110,0345317580,10,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,103,20
2110,0345335287,10,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books,103,16
2110,0345375580,10,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,1993,Del Rey Books,103,10
2110,0380570009,10,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,Back Bay Books,103,10
2110,0451137965,9,Thinner,Stephen King,1985,New Amer Library,103,39
2110,051512463X,8,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books,103,16
2110,0515127396,8,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,103,26
2110,0515134384,5,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books,103,29
2110,0515136557,3,The Cat Who Brought Down the House,Lilian Jackson Braun,2004,Jove Books,103,19
2110,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,103,313
2110,059045367X,8,"Monster Blood (Goosebumps, No 3)",R. L. Stine,1995,Scholastic,103,13
2110,0590629794,10,"The Encounter (Animorphs , No 3)",K. A. Applegate,1996,Scholastic,103,11
2110,0671527215,9,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket,103,26
2110,0671532642,8,RESTAURNT END UNIV (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1984,Pocket,103,13
2110,0671695304,10,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,Pocket,103,20
2110,0886774500,9,"Dragon Prince (Dragon Prince, Book 1)",Melanie Rawn,1994,Daw Books,103,10
2276,0061030643,8,The Associate,Phillip Margolin,2002,HarperTorch,196,28
2276,0061099155,9,People of Darkness (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,196,14
2276,0312983220,8,Area 7,Matthew Reilly,2003,St. Martin's Paperbacks,196,10
2276,0312989385,10,The Janson Directive,Robert Ludlum,2003,St. Martin's Paperbacks,196,10
2276,0345379144,10,Zombies of the Gene Pool,Sharyn McCrumb,1996,Fawcett Books,196,10
2276,0345404793,9,Protect and Defend,Richard North Patterson,2001,Ballantine Books,196,22
2276,0345423615,9,The Silver Wolf,ALICE BORCHARDT,1999,Ballantine Books,196,22
2276,0345447867,9,The Apprentice,Tess Gerritsen,2003,Ballantine Books,196,32
2276,0380002930,9,Watership Down,Richard Adams,1976,Avon,196,100
2276,038072880X,9,High Crimes,Joseph Finder,2002,Avon,196,12
2276,0385505833,5,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,196,120
2276,0399146725,10,The Jury,Steve Martini,2001,G. P. Putnam's Sons,196,12
2276,0425119653,8,Mutation,Robin Cook,1991,Berkley Publishing Group,196,30
2276,0425172546,9,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,196,52
2276,0425182908,4,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,196,71
2276,0440145465,10,King Rat,James Clavell,1993,Dell Publishing Company,196,15
2276,0440220793,7,The 13th Juror,John T. Lescroart,1995,Dell,196,12
2276,0440221471,10,The Runaway Jury,JOHN GRISHAM,1997,Dell,196,152
2276,0440236673,10,The Brethren,John Grisham,2000,Island,196,150
2276,0446364622,8,The Children of Men,P.D. James,1994,Warner Books,196,11
2276,0446609323,9,Black Friday,James Patterson,1989,Warner Vision,196,38
2276,0446612790,10,2nd Chance,James Patterson,2003,Warner Vision,196,90
2276,0451204891,9,The Hearing,John Lescroart,2002,Signet Book,196,24
2276,0451456734,10,Queen of the Darkness (Black Jewels Trilogy),Anne Bishop,2000,Roc,196,10
2276,0515130125,10,Blackout,John J. Nance,2001,Jove Books,196,11
2276,0553263226,10,The Bourne Supremacy,Robert Ludlum,1987,Bantam,196,27
2276,0553575538,10,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,196,20
2276,0553576801,8,The Perfect Husband,LISA GARDNER,1997,Bantam,196,43
